Release 8.1i - Fit J.39
Copyright(c) 1995-2003 Xilinx Inc. All rights reserved

 3-27-2008  5:39PM

NOTE: This file is designed to be imported into a spreadsheet program
such as Microsoft Excel for viewing, printing and sorting. The comma ','
character is used as the data field separator.
This file is also designed to support parsing.

Input file:  USBAER_top_level.ngd
output file: USBAER_top_level_pad.csv
Part type:   xc2c256
Speed grade: -6
Package:     vq100

Pinout by Pin Number:

-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,{blank},Slew Rate,Termination,{blank},Voltage,Constraint,
P1,FifoInFullxSBI,I,I/O/GTS2,INPUT,LVCMOS33,2,,FAST,,,,
P2,KPR,,I/O/GTS3,,,2,,,,,,,
P3,FifoDataxDIO<7>,O,I/O/GTS0,OUTPUT,LVCMOS33,2,,FAST,,,,
P4,FifoDataxDIO<6>,O,I/O/GTS1,OUTPUT,LVCMOS33,2,,FAST,,,,
P5,,VCCAUX,VAUX,,,,,,,,,,
P6,FifoDataxDIO<5>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P7,FifoDataxDIO<4>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P8,FifoDataxDIO<3>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P9,FifoDataxDIO<2>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P10,FifoDataxDIO<1>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P11,FifoDataxDIO<0>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P12,FifoWritexEBO,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P13,SyncInxAI,I,I/O,INPUT,LVCMOS33,2,,FAST,,,,
P14,KPR,,I/O,,,1,,,,,,,
P15,SynchOutxSO,O,I/O,OUTPUT,LVCMOS33,1,,FAST,,,,
P16,KPR,,I/O,,,1,,,,,,,
P17,KPR,,I/O,,,1,,,,,,,
P18,KPR,,I/O,,,1,,,,,,,
P19,AERMonitorAddressxDI<8>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P20,,VCCIO-3.3,VCCIO,,,1,,,,,,,
P21,GND,,GND,,,,,,,,,,
P22,AERMonitorAddressxDI<7>,I,I/O/GCK0,INPUT,LVCMOS33,1,,FAST,,,,
P23,ClockxCI,GCK,I/O/GCK1,,LVCMOS33,1,,FAST,,,,
P24,AERMonitorAddressxDI<9>,I,I/O/CDR,INPUT,LVCMOS33,1,,FAST,,,,
P25,GND,,GND,,,,,,,,,,
P26,,VCC,VCC,,,,,,,,,,
P27,AERMonitorAddressxDI<6>,I,I/O/GCK2,INPUT,LVCMOS33,1,,FAST,,,,
P28,AERMonitorAddressxDI<10>,I,I/O/DGE0,INPUT,LVCMOS33,1,,FAST,,,,
P29,AERMonitorAddressxDI<5>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P30,AERMonitorAddressxDI<11>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P31,GND,,GND,,,,,,,,,,
P32,AERMonitorAddressxDI<4>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P33,AERMonitorAddressxDI<12>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P34,AERMonitorAddressxDI<3>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P35,AERMonitorAddressxDI<13>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P36,AERMonitorAddressxDI<2>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P37,AERMonitorAddressxDI<14>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P38,,VCCIO-3.3,VCCIO,,,1,,,,,,,
P39,AERMonitorAddressxDI<1>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
